Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
321,15436953,"Zhuang Jia","2026-04-13 12:02:30",0.73,25,jiazhuang
322,15557097,Kokkini,"2026-04-05 13:21:28",0.73,1,kokkini
323,15437602,"Gabriel Cha","2026-04-07 06:20:38",0.73,5,gabrielchasukjin
324,15423112,"Kamal Das","2026-04-10 16:52:13",0.73,2,kmldas
325,15442499,"Hiroshi Sakiyama","2026-04-11 00:00:52",0.73,21,hiroshisakiyama
326,15442752,"Zion Labs","2026-04-11 11:29:15",0.73,1,"adityapatil151617,ashutoshagarwal088,devraj69,prashantmhaske123"
327,15532076,"Prince of Persia","2026-04-13 03:58:19",0.73,11,josephdominguez1
328,15427175,🫠konita🫠,"2026-04-12 22:35:46",0.73,14,konitac
329,15587622,"dongdong xue8","2026-04-05 13:08:22",0.72,3,"dongdongxue8,tianzhihui1998"
330,15418188,"Harshavardhana Naganagoudar","2026-04-12 20:13:11",0.72,14,nharshavardhana
331,15418414,"SFT 46%","2026-03-31 06:28:25",0.72,5,realjosephus
332,15510583,"Nuno Ferreira","2026-04-09 15:38:45",0.72,17,"ngcferreira,susannetange"
333,15418984,Yurnero,"2026-04-09 15:06:58",0.72,22,samson8
334,15487134,KIrill_Vorobev,"2026-04-10 10:46:52",0.72,5,kirillpale228777
335,15550179,wwjdsg,"2026-04-07 20:05:24",0.72,3,wwjdsg
336,15475543,S.Taba,"2026-04-09 20:35:34",0.72,12,soutabata
337,15517230,oneway212,"2026-04-10 16:34:24",0.72,26,"oneway212,tonybob21"
338,15422078,Levin,"2026-04-11 02:51:44",0.72,2,zhengliwen
339,15417562,m4nocha,"2026-04-11 06:01:29",0.72,9,"abhivanshgupta,aksh1t"
340,15418011,yanjixiang,"2026-04-12 05:39:01",0.72,12,yanjixiang
341,15421028,TAKESHI7676,"2026-04-13 16:41:53",0.72,34,takeshi7676
342,15437688,Roger,"2026-04-12 12:42:50",0.72,6,gavrenkov
343,15602738,"Nency Bansal","2026-04-13 05:19:28",0.72,23,"bharatmohan,nencybansal"
344,15598235,hkchq,"2026-04-12 17:36:52",0.72,5,sfhi5fun
345,15564714,xslan,"2026-04-13 02:03:50",0.72,7,xueshenlan
346,15474463,psv,"2026-04-13 15:28:55",0.72,9,psvishnu
347,15433834,Q,"2026-04-08 16:11:42",0.72,14,adesolanke
348,15525174,"Ngan Nguyen","2026-04-13 05:31:28",0.72,6,silvermoon2607
349,15417191,aaa,"2026-04-12 16:41:26",0.72,22,liuyuq
350,15476260,Pratikp02,"2026-04-05 12:46:32",0.72,7,pratikp02
351,15492433,shemissmebutIdon't,"2026-04-13 14:40:28",0.72,35,shemissmebutidont
352,15482859,"Dimas Pasha Akrilian","2026-04-11 13:13:49",0.72,2,dimaspashaakrilian
353,15458144,"Yi-Chia Chen","2026-04-06 00:34:30",0.72,1,threerabbits
354,15558531,Surya_trainer,"2026-04-06 06:41:30",0.72,1,suryatrainer
355,15450025,"kwon yong deuk","2026-04-13 14:16:57",0.72,48,kwonyongdeuk
356,15493024,theredbluepill,"2026-04-12 23:14:01",0.72,6,poonszesen
357,15452307,无风可掇,"2026-04-08 15:18:36",0.72,5,wufengkeduo
358,15537636,Wangchen0520,"2026-04-07 10:22:26",0.72,2,wangchen0520
359,15510194,"HCMUS - hpq","2026-04-13 11:36:53",0.72,22,"khnhhngnguynhu,minhquntrnnguyn,trnphcv"
360,15431639,tethdhdjd,"2026-04-07 18:37:08",0.72,2,tethdhdjd
361,15490655,Smilyai,"2026-04-11 22:55:07",0.72,12,smilyaiiscoolgubby
362,15430627,"Code by Nadiia","2026-04-08 11:45:13",0.72,2,codebynadiia
363,15494286,beijijun,"2026-04-09 02:19:25",0.72,1,beijijun
364,15484693,"Mostafa ElAraby","2026-04-11 13:08:45",0.72,11,mostafaelaraby
365,15422736,zen,"2026-04-13 18:43:33",0.72,2,sheviya
366,15437670,"Birtley Doru (DB)","2026-04-13 15:27:37",0.72,35,hastws
367,15441261,HUANGMENGQING,"2026-04-12 21:47:20",0.72,13,huangmengqing
368,15547929,Banwait_13,"2026-04-12 18:03:14",0.72,5,banwait13
369,15583359,"yi wu","2026-04-12 19:20:42",0.72,3,justdoit2
370,15593218,derealt,"2026-04-13 09:14:06",0.72,7,derealt
371,15436615,"JunHyung Kang","2026-04-13 08:09:20",0.72,10,junhyungkang
372,15483781,"EQV UK","2026-04-13 20:21:03",0.72,4,markjcooper
373,15471996,JoriAhmed,"2026-03-27 04:54:59",0.72,1,joriahmed
374,15472023,sans,"2026-03-27 05:09:28",0.72,1,sans6262q
375,15466009,"Sergey Vandanov","2026-04-06 07:01:33",0.72,19,ox0000dead
376,15417537,"Hıdır Demir","2026-04-12 14:30:15",0.72,11,hdrdmr
377,15456468,"Martin Mbalkam","2026-04-04 19:34:31",0.72,2,martinmbalkam
378,15478259,Karblet,"2026-04-09 23:29:43",0.72,11,karblet
379,15428883,GUOHAOYANG,"2026-04-05 13:43:32",0.72,10,pkuszboi
380,15524845,"Nishant Bhansali","2026-04-05 14:30:12",0.72,5,nishantbhansali
381,15509919,Kango,"2026-04-09 11:43:23",0.72,4,datingwang
382,15417947,"Esabelle Chen","2026-04-08 07:27:19",0.72,9,esabellechen
383,15417589,"Pratham Jain","2026-04-07 08:22:40",0.72,2,"aadigupta1601,kindasomethin"
384,15423618,Lonnie,"2026-04-11 17:18:59",0.72,22,lonnieqin
385,15417264,"THE KING 👑","2026-04-09 03:54:04",0.72,1,xai090
386,15510028,"Yuya Shintani","2026-04-09 06:17:08",0.72,25,uplus26e7
387,15418491,"Sadettin Şamil Verdil","2026-04-10 18:02:37",0.72,2,sadettinamilverdil
388,15559258,ommo007,"2026-04-13 18:06:58",0.72,30,ommo0047
389,15504281,"Sai Venkata Ganesh Bandaluppi","2026-04-13 05:34:15",0.72,10,saivenkataganeshb
390,15417387,"Joe Bishop","2026-04-12 11:56:49",0.72,19,ebjdoe
391,15420371,"Muhammad Ilyas","2026-04-12 00:36:04",0.72,3,ilyass323
392,15599637,xcape74,"2026-04-12 07:32:44",0.72,1,xcape74
393,15429348,yuki0731,"2026-04-13 13:00:34",0.72,35,"masatoizumi2000,takahashikaito0000,yuki0731"
394,15416937,"Team Wookie","2026-04-09 12:48:17",0.71,27,doom9000
395,15429627,"Jiazhen Dong","2026-04-05 03:56:00",0.71,8,"gaadiklei,jiazhendong,zmxbb27"
396,15440692,"Vicens Gaitan","2026-04-07 06:15:16",0.71,5,vicensgaitan
397,15417442,colt,"2026-04-09 08:12:02",0.71,2,xiaomaguo
398,15420657,"Pavel Pavlov","2026-04-06 20:41:58",0.71,3,akakii
399,15416973,Jack,"2026-04-07 03:45:01",0.71,7,jackvd
400,15423936,maxout,"2026-04-07 01:49:56",0.71,2,"aadijoshi19,kavyabhand,manavsharma2707"
401,15419326,DECEM,"2026-04-12 19:14:31",0.71,7,zy1343930734
402,15482017,albacow,"2026-04-13 02:37:18",0.71,13,albacow
403,15568968,"Josef Edwards","2026-04-07 22:34:54",0.71,3,josefedwards
404,15422245,Faihaj,"2026-04-10 06:33:21",0.71,7,faihaj
405,15461422,Kurise,"2026-04-12 10:32:12",0.71,8,kurisew
406,15544601,"lovely pear","2026-04-08 01:19:45",0.71,1,"boxuliu6,yanglema"
407,15559090,Ricewong,"2026-04-08 01:44:10",0.71,10,ricewong
408,15443406,"Lil Bros","2026-04-09 19:13:43",0.71,9,"aayush5665,harshtripathi007,krishraghuwanshi"
409,15478569,"John Doe #2","2026-04-13 01:22:15",0.71,26,johndoe90843
410,15420909,Abd-alrhman,"2026-04-09 06:41:31",0.71,3,abdalrhman2212
411,15475196,"Haohan Tsao","2026-04-11 11:00:41",0.71,12,haohantsao
412,15552957,"seethelight luo","2026-04-12 20:02:24",0.71,12,seethelightluo
413,15426666,Inoichan,"2026-04-13 14:50:11",0.71,11,inoueu1
414,15577291,ohhhlgm,"2026-04-13 07:24:48",0.71,1,ohhhlgm
415,15417977,Falcon,"2026-04-13 13:38:04",0.71,2,aromani
416,15447974,anht3889,"2026-03-30 00:30:21",0.71,2,anht3889
417,15465648,sml0820,"2026-04-13 11:06:39",0.71,7,sml0820
418,15437651,"Byungsoo Kang","2026-04-06 17:54:07",0.71,12,kbsooo
419,15508543,"C R Suthikshn Kumar","2026-04-09 02:13:56",0.71,6,crsuthikshnkumar
420,15492713,"Koki Nozawa","2026-04-05 09:34:06",0.71,8,noza198
421,15435227,"XPath company","2026-04-11 06:03:20",0.71,7,hotavn
422,15515814,"Oluyinka Oginni","2026-04-09 09:29:50",0.71,6,datatemple
423,15527659,JinchengZhang1,"2026-04-07 01:34:28",0.71,3,jinchengzhang1
424,15424860,"Reverse Engineering","2026-04-08 05:58:23",0.71,5,deryaumutkulal
425,15417881,@🤞@,"2026-04-07 21:46:59",0.71,2,anglolodorf
426,15418143,"Chenyu Wang","2026-04-08 00:03:08",0.71,4,ataraxyyeah
427,15533626,wasjaip,"2026-04-09 03:55:36",0.71,5,wasjaip
428,15578318,"The Restarters","2026-04-08 22:26:33",0.71,1,foigjf
429,15435410,"Santiago Maniches","2026-04-13 00:35:32",0.71,21,santmani
430,15418840,"Thien Nguyen","2026-04-13 06:35:45",0.71,3,ntthientn
431,15426202,"Token Titans","2026-04-11 23:15:07",0.71,14,"citerne,maximeparient"
432,15434173,Nina,"2026-04-10 13:35:54",0.71,10,n10705013
433,15437568,tdson2,"2026-04-12 01:21:46",0.71,16,findingagain
434,15558570,"DAVID Linxian Wu","2026-04-12 18:12:25",0.71,7,"davidlinxianwu,zephyrzhong248"
435,15429086,"Udam Liyanage","2026-04-12 15:32:39",0.71,20,udamliyanage
436,15435321,Teitlax,"2026-04-13 14:22:17",0.71,33,teitlax
437,15450265,"cheese tofu","2026-04-11 03:55:19",0.71,9,trongmp04
438,15425454,Yuchen20,"2026-04-11 08:56:32",0.71,10,yuchen2066
439,15579896,"Dr. 4","2026-04-11 18:09:58",0.71,2,dlthhb
440,15476550,"Collin Christensen","2026-04-11 17:52:01",0.71,20,cchristens
441,15482345,NobelK5342,"2026-04-13 07:10:18",0.71,24,nobelk5342
442,15501654,17h4N,"2026-04-13 09:04:07",0.71,21,hypiasd
443,15502165,"Leo Yang","2026-04-13 14:20:55",0.71,7,"gauravsinghsg,yxyyxy"
444,15517279,StSTXion,"2026-04-13 19:51:53",0.71,12,ststxion
445,15447362,"S. B.","2026-04-13 20:04:49",0.71,3,aughra
446,15428508,copasta,"2026-04-09 13:42:05",0.70,7,copasta
447,15474878,zbugaud,"2026-03-26 03:52:40",0.70,1,zbugaud
448,15434295,"Q. Matteo","2026-04-04 11:59:21",0.70,21,refactoreddoodle
449,15552977,bailh1,"2026-04-05 13:23:18",0.70,1,bailh1
450,15560072,"Danielle Lesin","2026-04-07 14:13:38",0.70,8,ladyfaye
451,15556634,okamoro,"2026-04-05 21:54:27",0.70,1,okamoro
452,15425210,Yorushika,"2026-04-06 03:46:29",0.70,2,gzyztc
453,15443202,peddipedderu,"2026-04-06 16:08:57",0.70,5,roykhaemba
454,15441825,"Ming-Hsuan Wu","2026-04-07 11:07:20",0.70,5,matthewtw
455,15469469,takayuki1024,"2026-04-10 10:12:10",0.70,5,takayukiimoto
456,15514293,"Yang-Yang Yu","2026-04-07 14:13:05",0.70,3,realyuyangyang
457,15417703,Kaiser,"2026-04-08 01:32:44",0.70,6,kaiserm
458,15420988,junicus,"2026-04-08 00:00:26",0.70,6,junicus
459,15537723,"Abdulmuiz Abdullateef","2026-04-08 06:53:31",0.70,12,capthwi
460,15539896,"Jeremy Guntoro","2026-04-08 07:46:30",0.70,4,jeremyguntoro98
461,15434705,kul,"2026-04-13 12:33:58",0.70,41,kulshekhar
462,15419917,Gendaijin,"2026-04-12 13:06:49",0.70,20,gendaijin
463,15501385,"Croft Adams","2026-04-08 23:20:29",0.70,6,croftadams
464,15420159,xianhaotian,"2026-04-08 22:11:46",0.70,2,xianhaotian
465,15446009,"Nguyễn Giáp","2026-04-11 13:49:41",0.70,3,nguyngip
466,15433380,"Akshan Krithick","2026-04-09 17:17:51",0.70,2,akshankrithick
467,15477858,"Chang Huang Rih","2026-04-09 18:02:59",0.70,13,hoangnsuong
468,15436198,"Neel Djofang","2026-04-09 20:54:23",0.70,2,neeldjofang
469,15419123,charizard,"2026-04-10 01:09:15",0.70,6,sharmaharshit
470,15518347,"Mojo Carrot","2026-04-13 13:58:36",0.70,8,"dannyatkaggle,haotongli0726,sorajiang,starandhonor"
471,15573904,star,"2026-04-11 00:33:17",0.70,1,liangruiqi
472,15417181,"Quan Nguyen","2026-04-12 23:52:36",0.70,5,quannguyn12
473,15445901,"Toshiki Tsuchiya","2026-04-12 23:18:15",0.70,17,toshikitsuchiya
474,15490897,"CS Major","2026-04-07 23:01:57",0.70,18,aaditsingh7
475,15484577,AnkumaKaggle,"2026-04-06 13:36:17",0.70,18,ankumakaggle
476,15423946,"The Mad Hatter 🎩","2026-04-06 23:51:00",0.70,14,deelle
477,15427683,Cheshirecat,"2026-04-13 11:59:29",0.70,16,"rheinmetall,takuji"
478,15510454,musicbeer,"2026-04-08 07:05:08",0.70,2,sharksbeer
479,15494435,flop,"2026-04-07 13:36:04",0.70,6,yyysss1
480,15515854,"Harsh Sharma","2026-04-07 13:35:25",0.70,2,sharmaharsh2405
481,15417003,lingyu07,"2026-04-07 15:45:39",0.70,4,lingyu07
482,15481401,"DSOC AIR Lab","2026-04-09 04:27:17",0.70,20,"harmonyguercio,singh2299,sluitel,thomaspayette"
483,15573737,"RanJeet Gupta","2026-04-09 01:18:04",0.70,1,ranjeet258
484,15504733,MTADA,"2026-04-09 01:50:30",0.70,10,masarutada
485,15432375,"Selahattin Günter","2026-04-12 13:55:23",0.70,17,selahattingnter
486,15586254,goose666,"2026-04-10 02:42:58",0.70,1,goose666
487,15495592,"Zhendong Li","2026-04-10 03:53:59",0.70,7,"punyung,zhendongli923"
488,15577267,YichiZ,"2026-04-10 17:05:39",0.70,1,yichiisallyouneed
489,15459255,JCHowell,"2026-04-13 19:36:33",0.70,20,jchowell
490,15505089,john,"2026-04-10 23:48:03",0.70,12,iwisly
491,15585846,"Rony majumder 1325","2026-04-11 05:08:59",0.70,2,ronymajumder1325
492,15419531,Ernie,"2026-04-12 14:38:18",0.70,4,ernie55ernie
493,15420195,Aurorcys,"2026-04-13 03:23:28",0.70,20,aurorcys
494,15419562,find_job,"2026-04-12 22:37:49",0.70,6,"catchxu,gruubyhimself,hjdssj,huyang111,yunlinshi"
495,15549120,"Lê Nam11","2026-04-13 15:26:38",0.70,2,lnam11
496,15439242,TrDeha,"2026-04-13 18:05:48",0.70,29,"alidogankaya,anonimankaggle,ferrucci7,milestone35"
497,15509418,"Daniel Gärber","2026-04-07 23:20:11",0.70,20,gandagorn
498,15476971,jwj1342,"2026-04-05 19:35:31",0.70,17,"bpmf577,ccwinter,jwj1342,ninthart,zhixuesong"
499,15502571,_HYX_0313,"2026-04-05 15:29:27",0.70,10,hyx0313
500,15418566,Tuna_Mayo,"2026-04-13 10:14:49",0.70,14,ozhiro
501,15441475,BhargavaAbhi,"2026-04-10 15:28:44",0.70,5,bhargavaabhi
502,15468652,"Tejas Varshney","2026-04-07 07:56:29",0.70,2,varshneytejas
503,15484833,KirillKlem,"2026-04-07 18:32:18",0.70,15,kirillklem
504,15486556,"Leonardo Domingues","2026-04-10 14:06:43",0.70,31,leonardodomingues
505,15439211,rn8205,"2026-04-08 15:39:40",0.70,5,rn8205
506,15547278,"Rohan Alex Bimal","2026-04-09 01:07:12",0.70,5,rohanalexbimal
507,15434522,"The Rangers","2026-04-11 19:38:27",0.70,13,"abanisingha,manishkkumawat"
508,15543470,fishcat,"2026-04-09 21:25:45",0.70,1,fishcat37
509,15574893,"Ochir Dorzhiev","2026-04-10 11:52:57",0.70,2,ochirdorzhiev
510,15454399,Terence,"2026-04-12 11:09:32",0.70,6,smartbao
511,15563951,tyuyoshi,"2026-04-12 11:03:21",0.70,4,hasegawatsuyoshi
512,15587791,Lian,"2026-04-12 23:52:51",0.70,1,whisper0
513,15464096,"data trick?","2026-04-13 13:08:49",0.70,24,"cudacoding,hsiaosuan,shanzhong8"
514,15589615,"Yuhang Huang","2026-04-13 13:37:47",0.70,1,shingingz
515,15450281,"Kota Morimoto","2026-03-23 12:21:01",0.69,1,kotamorimoto
516,15417757,"Making Nemo go brr...","2026-04-06 08:59:04",0.69,6,pmsalmankhan
517,15419614,ducnh279,"2026-03-29 10:37:37",0.69,4,ducnh279
518,15507881,YBIGTA,"2026-04-12 07:52:54",0.69,12,"danidaneeeeee,donghyunmok,limyechan,nohyoobin,sungu122"
519,15503495,"WM Labs","2026-04-02 17:58:11",0.69,9,"jakeweatherhead,jamesweatherhead"
520,15441452,MarkV,"2026-04-05 03:06:57",0.69,5,markvoi
521,15548530,"assia Azzouz","2026-04-05 09:35:14",0.69,2,assiaazzouz
522,15419643,"Shivam Shinde","2026-04-13 13:55:06",0.69,8,shindeshivam
523,15418175,insuperabilehart,"2026-04-13 09:07:38",0.69,3,insuperabile
524,15525014,"Penguin Farm","2026-04-05 19:05:38",0.69,1,vanillakaggle
525,15429211,owaowata,"2026-04-06 08:05:52",0.69,8,owaowata
526,15422725,"Mohammad Albaddawi","2026-04-06 20:51:01",0.69,2,m7mdalbaddawi
527,15527749,miyawakiayaka,"2026-04-07 01:39:45",0.69,2,kanatakon
528,15418461,Shepherd_LSK,"2026-04-07 04:36:55",0.69,11,bohemianluo
529,15570799,"Naoki Osako","2026-04-08 12:12:43",0.69,2,naokiosako
530,15447047,AkiraIshikawa,"2026-04-07 21:37:06",0.69,5,akiraishikawa
531,15519437,SattayaSingkul,"2026-04-08 00:06:35",0.69,2,joessattes
532,15574244,lytCNAORevision2018,"2026-04-08 10:10:32",0.69,2,lytcnaorevision2018
533,15437440,Masaya,"2026-04-10 20:31:54",0.69,5,irrohas
534,15518208,Pascal,"2026-04-12 07:57:32",0.69,7,pperle
535,15418292,tamref,"2026-04-06 09:20:06",0.69,3,tamreff3290
536,15417886,"Manan Jhaveri","2026-04-02 01:05:44",0.69,7,mananjhaveri
537,15479508,malaxg,"2026-04-12 04:20:23",0.69,5,guoyixian2
538,15421354,"Ashish Mishra","2026-04-04 22:53:24",0.69,1,ashsihkumar
539,15424387,"Mangesh Waybhase","2026-04-06 05:11:51",0.69,8,mangeshwaybhase
540,15427838,d_tree_love,"2026-04-07 21:52:08",0.69,4,yuki11ii
541,15495349,dddmd,"2026-04-11 22:34:34",0.69,31,dddmdd
542,15427100,"Matthew Li","2026-04-07 12:58:22",0.69,15,mattthebat
543,15472674,Phi,"2026-04-10 15:11:44",0.69,17,ajinomoto132
544,15446238,interneuron,"2026-04-10 01:53:35",0.69,14,interneuron
545,15508944,Rohanrk1813,"2026-04-08 04:02:33",0.69,1,rohanrk1813
546,15420038,"Ivan Ternovskiy","2026-04-08 13:12:24",0.69,3,aristophanivan
547,15502283,EnDream,"2026-04-09 04:11:38",0.69,6,endream
548,15427055,KIMTAROU,"2026-04-09 16:01:14",0.69,10,kimtarou
549,15442042,sshiyu,"2026-04-09 23:39:27",0.69,8,sshiyu
550,15461574,SYC,"2026-04-10 01:45:13",0.69,1,yichengs
551,15435231,Nguyen,"2026-04-11 05:05:05",0.69,19,nguyennguyen599
552,15486607,knight,"2026-04-11 23:33:00",0.69,4,zhuyifanss
553,15438078,LX,"2026-04-12 13:53:31",0.69,1,sunnylx
554,15422040,Roschild.Rui,"2026-03-30 14:10:45",0.68,4,roschildrui
555,15417737,"York Kang","2026-03-29 16:39:20",0.68,3,yorkkang
556,15437785,7,"2026-04-09 09:23:13",0.68,8,"evanyu800112,thisray"
557,15436570,"Kamran Ahmed","2026-04-03 12:56:16",0.68,17,kami1976
558,15451421,ML,"2026-04-08 00:02:27",0.68,6,eyalis
559,15504512,"Trystan Mortimer","2026-04-04 01:24:10",0.68,3,trystanmortimer
560,15434059,"Cade Miller","2026-04-09 16:28:17",0.68,7,cademiller
561,15477005,SVG,"2026-04-05 18:46:09",0.68,12,gribanovsv419
562,15564129,"Chris X","2026-04-06 16:50:31",0.68,1,docxian
563,15485766,"Halla Yang","2026-04-10 05:57:34",0.68,11,hallayang
564,15448068,sixiangshou,"2026-04-07 03:41:38",0.68,6,sixiangshou
565,15425960,"Kevin Arvai","2026-04-12 19:31:30",0.68,13,kevinarvai
566,15551582,"Nemotron King","2026-04-12 20:35:22",0.68,7,justin6540
567,15544490,"JDD nemotron","2026-04-12 07:12:52",0.68,14,"dimanishi,iwmmdct23,kaggleyaro,naribow"
568,15521550,"Vincent Do","2026-04-13 05:04:05",0.68,35,vincentvdo6
569,15430868,"Thank Arunodhayan","2026-03-21 01:10:38",0.68,1,lihaoweicvch
570,15438240,"Daisy XueY","2026-03-26 04:47:22",0.68,1,daisyxuey
571,15419742,"больше мне надо больше","2026-03-31 10:16:47",0.68,3,johnjanson
572,15519842,"forever young","2026-04-02 16:00:02",0.68,11,keisukeyokota0428
573,15490418,"William Polanco","2026-04-07 00:01:35",0.68,8,williampolanco
574,15426819,"菊谷幹 kikuya","2026-04-03 05:58:22",0.68,7,kikutani
575,15501641,Alpha,"2026-04-06 09:53:22",0.68,25,mspawar
576,15438365,"Johnny Chung","2026-04-10 07:09:52",0.68,16,johnnychung0
577,15499131,BrandNewYork,"2026-04-11 02:52:01",0.68,9,brandnewyork
578,15446553,IKUN,"2026-04-08 11:07:25",0.68,15,baohaoliao
579,15561631,PixelPuff,"2026-04-07 09:42:02",0.68,6,krishpatel290895
580,15514405,kwa,"2026-04-08 07:32:23",0.68,20,ikaroskaggle
581,15564938,ScienceTuring,"2026-04-09 00:57:36",0.68,1,scienceturing
582,15438817,askbox,"2026-04-10 06:01:48",0.68,5,askboxnet
583,15585474,"jinghang shi","2026-04-10 14:06:34",0.68,1,jinghangshi
584,15524600,"Furkan Kesen","2026-04-13 07:31:34",0.68,11,furkankesen
585,15444722,Ezra,"2026-04-13 18:23:11",0.68,18,ezberch
586,15425023,"Ahmed Soumer","2026-04-13 18:42:03",0.68,18,ahmedsoumer
587,15475716,Gramath,"2026-04-13 00:59:18",0.68,15,gramath
588,15570536,"navin patwari09","2026-04-12 13:30:58",0.68,3,navinpatwari09
589,15434179,"Bryan Pauze","2026-04-12 13:56:19",0.68,2,bryanpauze
590,15542959,"Junye Wang","2026-04-13 15:02:17",0.68,1,anubisyy
591,15440792,msc2020,"2026-03-19 21:56:11",0.68,1,msc2021
592,15417353,"Tâm Tống Trọng","2026-03-30 06:23:31",0.68,6,"tmtngtrng,trieuduongthanh"
593,15504151,Chirag,"2026-03-30 07:20:04",0.68,3,cmirani
594,15444274,"Siarhei T","2026-04-07 05:31:20",0.68,19,sergeyfedatsenka
595,15422731,"Felipe Angelo","2026-04-13 10:32:05",0.68,35,felipe1983
596,15417506,Tang,"2026-04-02 15:51:51",0.68,12,hirotetsu
597,15442111,yutaka.imai,"2026-04-08 22:11:41",0.68,47,yutakaimai
598,15441648,yuki16,"2026-04-03 05:09:43",0.68,4,yuki16
599,15539136,"Vedrin Jeliazkov","2026-04-07 21:42:04",0.68,4,vedrinjeliazkov
600,15556434,SYU21125,"2026-04-13 09:41:50",0.68,7,syu21125
601,15447365,Sagicc,"2026-04-13 14:00:52",0.68,5,sagicc
602,15452245,songningyu,"2026-04-13 10:40:22",0.68,21,songningyu
603,15480922,Yurinchi,"2026-04-13 13:35:22",0.68,35,plandic
604,15480256,Mauro,"2026-04-13 02:12:28",0.68,23,mauroprotocassina
605,15445279,Nrapendra.iec,"2026-04-12 05:33:00",0.68,2,nrapendraiec
606,15513600,Ipp0lit,"2026-04-13 10:14:59",0.68,17,ipp0lit
607,15420235,"CS to unemployment pipeline","2026-03-20 01:11:20",0.67,1,luciankucera
608,15417844,zacsho,"2026-03-20 19:07:17",0.67,1,zacsho
609,15416719,"Walid Hadri","2026-03-22 21:58:04",0.67,1,walidhadri
610,15421350,ashish,"2026-03-23 17:30:27",0.67,1,ashishvasant
611,15441796,DKhuong,"2026-03-24 12:01:17",0.67,1,dkhuong
612,15417520,"Takamichi Toda","2026-04-12 00:45:16",0.67,9,takamichitoda
613,15465517,Improbability,"2026-03-26 17:06:56",0.67,1,swifty13
614,15419828,"jialiang qiu","2026-03-28 15:43:17",0.67,3,jialiangqiu
615,15436461,"aymen rahmeni","2026-04-12 07:23:59",0.67,9,"aymenrahmeni,medazizbenamor,mouelhiamal,orrotheporro,souhaibtouaiti"
616,15427961,srikalyan,"2026-04-13 04:10:35",0.67,29,srikalyan
617,15508999,"Hrithik Reddy","2026-04-08 23:31:33",0.67,6,hrithik22122
618,15416918,"Yehyun Kim","2026-04-09 06:51:08",0.67,7,yekim102
619,15436635,seowoohyeon,"2026-04-11 10:42:31",0.67,29,seowoohyeon
620,15417836,"Osman Bayram","2026-04-01 07:24:09",0.67,8,osman0
621,15508906,mochi,"2026-03-31 05:55:58",0.67,1,lau01b
622,15436065,"Alhasan Abdellatif","2026-04-04 14:48:09",0.67,6,alhasanabdellatif123
623,15493450,ptrjan,"2026-04-01 20:12:57",0.67,8,ptrjan
624,15434606,"Ayaka Kirima","2026-04-02 14:16:49",0.67,1,ayakakirima
625,15433693,"Bisnu sarkar","2026-04-06 13:17:26",0.67,7,bisnusarkar
626,15448071,"Wang Pengjie","2026-04-03 05:57:49",0.67,19,pengjiewangpj
627,15422379,zhouxinyu12138,"2026-04-03 13:28:19",0.67,1,zhouxinyu12138
628,15436326,"Ranjith Vutnoor","2026-04-03 18:52:47",0.67,1,ranjithvutnoor
629,15475735,"Aleksandr  Larko","2026-04-03 23:11:29",0.67,4,alexxanderlarko
630,15483860,"Mahdi Ravaghi","2026-04-11 14:14:06",0.67,26,ravaghi
631,15421740,"Masanori Suda","2026-04-13 15:32:21",0.67,26,masanorisuda
632,15552384,BrdH7940,"2026-04-04 07:40:37",0.67,1,brdh7940
633,15512975,mogura2.0,"2026-04-05 03:11:39",0.67,12,mogura20
634,15474308,Karthik,"2026-04-05 18:48:14",0.67,1,karthikbhattar
635,15421153,Kasahara,"2026-04-06 06:46:41",0.67,2,kasafumi
636,15491063,pj5624,"2026-04-08 03:54:57",0.67,21,pj5624
637,15429165,VAI_CNM_KwangHwii,"2026-04-08 02:38:26",0.67,6,kwanghwii
638,15551599,yoyo502,"2026-04-07 11:27:09",0.67,1,yoyo502
639,15433635,"Chris Thomas","2026-04-13 19:56:14",0.67,12,christh0mas
640,15469163,Prabhpreet_Singh5,"2026-04-09 21:22:43",0.67,19,prabhpreetsingh5
641,15480988,"220191F_Sahan Gunasekara","2026-04-11 00:05:50",0.67,6,sahangunasekara92
642,15455885,"Pho Hustler","2026-04-12 23:50:10",0.67,41,hungvtm
643,15544673,"BNBU Junhan Xu","2026-04-11 17:53:35",0.67,4,bnbujunhanxu
644,15417300,"Qihang Wang","2026-03-19 13:15:04",0.67,1,"wangqihanginthesky,wucongshan"
645,15417545,tkvamsi1997,"2026-04-11 13:30:21",0.67,3,tkvamsi1997
646,15428515,"Kunal Lal","2026-03-28 17:08:22",0.67,2,kunallal1
647,15446114,KouFu,"2026-04-03 23:32:53",0.67,3,kouheif
648,15437327,quackquack,"2026-03-30 02:48:26",0.67,5,ky8ori
649,15442324,"Roland Luethy","2026-03-21 19:46:09",0.67,1,rluethy
650,15435106,"Kush Patel","2026-03-21 20:30:28",0.67,1,kushp3690
651,15419091,kanto-kaggler,"2026-04-04 19:33:51",0.67,2,"neilus,rikitomo0526"
652,15417529,"Emrullah AYDOGAN","2026-03-23 14:08:03",0.67,1,emrullahaydogan
653,15441103,"MOHAMMADJAFAR ZAMANI","2026-03-28 21:22:09",0.67,4,mohammadjafarzamani
